Source.Name,cod_pessoa,data_coleta,genero,data_nascimento,animal_estimacao,clima,bebida_favorita,hobbies
2020-01-05.csv,10142597,1/5/2020,Masculino,7/18/1981,gato,frio,Chá,Ler livros
2020-01-05.csv,10143070,1/5/2020,Masculino,9/24/1989,cachorro,frio,Chá,Ler livros
2020-01-05.csv,10143526,1/5/2020,Feminino,5/10/1964,cachorro,frio,Vinho,Aprender algo novo
2020-01-06.csv,10141671,1/6/2020,Feminino,12/28/1963,gato,quente,refrigerante,Aprender algo novo
2020-01-06.csv,10142969,1/6/2020,Feminino,4/3/1956,gato,moderado,Vinho,Escutar música
2020-01-06.csv,10143233,1/6/2020,Masculino,2/25/1987,tartaruga,quente,Cerveja,Pintar quadros
2020-01-07.csv,10141745,1/7/2020,Masculino,10/19/1982,cachorro,quente,Cerveja,Dormir
2020-01-07.csv,10141826,1/7/2020,Feminino,1/26/1973,peixe,moderado,refrigerante,Escrever
2020-01-07.csv,10142330,1/7/2020,Masculino,3/16/1982,gato,moderado,refrigerante,Aprender algo novo
2020-01-07.csv,10142711,1/7/2020,Masculino,6/19/1960,cachorro,moderado,Água,Aprender algo novo
2020-01-07.csv,10143397,1/7/2020,Feminino,10/31/1972,peixe,frio,Café,Pintar quadros
2020-01-08.csv,10141581,1/8/2020,Feminino,9/19/1978,tartaruga,frio,Chá,Assistir TV
2020-01-08.csv,10141733,1/8/2020,Feminino,7/22/1976,peixe,frio,Água,Assistir TV
2020-01-08.csv,10141836,1/8/2020,Feminino,4/16/1978,cachorro,quente,refrigerante,Escrever
2020-01-08.csv,10141862,1/8/2020,Feminino,10/23/1985,tartaruga,quente,Café,Praticar esporte
2020-01-08.csv,10143185,1/8/2020,Masculino,11/15/1958,gato,frio,Chá,Aprender algo novo
2020-01-08.csv,10143284,1/8/2020,Masculino,12/25/1979,peixe,quente,Café,Escutar música
2020-01-08.csv,10143286,1/8/2020,Masculino,10/23/1988,gato,quente,Café,Escrever
2020-01-09.csv,10141861,1/9/2020,Feminino,3/27/1957,peixe,moderado,refrigerante,Ler livros
2020-01-09.csv,10142291,1/9/2020,Masculino,6/14/1998,peixe,frio,refrigerante,Pintar quadros
2020-01-09.csv,10142360,1/9/2020,Masculino,3/11/1974,gato,frio,Chá,Assistir TV
2020-01-09.csv,10142498,1/9/2020,Masculino,4/12/1974,tartaruga,quente,Vinho,Praticar esporte
2020-01-09.csv,10142687,1/9/2020,Masculino,8/23/1954,peixe,frio,Café,Aprender algo novo
2020-01-09.csv,10142984,1/9/2020,Masculino,11/24/1958,peixe,frio,Vinho,Assistir TV
2020-01-09.csv,10143351,1/9/2020,Masculino,6/15/1959,gato,moderado,Café,Aprender algo novo
2020-01-09.csv,10143396,1/9/2020,Masculino,3/25/1973,peixe,frio,Café,Assistir TV
2020-01-09.csv,10143608,1/9/2020,Feminino,12/29/1953,gato,frio,Café,Ler livros
2020-01-10.csv,10141521,1/10/2020,Feminino,3/14/1984,gato,frio,Cerveja,Assistir TV
2020-01-10.csv,10141653,1/10/2020,Feminino,11/24/1957,tartaruga,quente,Cerveja,Escrever
2020-01-10.csv,10142206,1/10/2020,Masculino,9/29/1997,cachorro,quente,Cerveja,Aprender algo novo
2020-01-10.csv,10142556,1/10/2020,Masculino,1/11/1967,gato,quente,Água,Ler livros
2020-01-10.csv,10142828,1/10/2020,Masculino,12/12/1961,gato,quente,Café,Aprender algo novo
2020-01-10.csv,10143119,1/10/2020,Feminino,11/13/1961,gato,frio,Café,Assistir TV
2020-01-10.csv,10143472,1/10/2020,Feminino,1/3/1979,peixe,moderado,Vinho,Aprender algo novo
2020-01-11.csv,10141942,1/11/2020,Feminino,3/4/1950,peixe,frio,Chá,Pintar quadros
2020-01-11.csv,10142080,1/11/2020,Masculino,4/11/1960,cachorro,moderado,Vinho,Aprender algo novo
2020-01-11.csv,10142218,1/11/2020,Masculino,3/11/1958,gato,frio,Água,Assistir TV
2020-01-11.csv,10142782,1/11/2020,Feminino,2/6/1976,gato,frio,Água,Assistir TV
2020-01-11.csv,10142939,1/11/2020,Masculino,11/5/1976,gato,quente,Café,Aprender algo novo
2020-01-11.csv,10143031,1/11/2020,Masculino,12/10/1992,tartaruga,quente,Vinho,Pintar quadros
2020-01-11.csv,10143579,1/11/2020,Masculino,6/14/1993,tartaruga,quente,Café,Escutar música
2020-01-12.csv,10141504,1/12/2020,Masculino,9/9/1979,gato,moderado,Cerveja,Escrever
2020-01-12.csv,10141607,1/12/2020,Feminino,10/24/1962,tartaruga,quente,refrigerante,Escrever
2020-01-12.csv,10141999,1/12/2020,Feminino,9/14/1955,peixe,quente,Água,Escutar música
2020-01-12.csv,10142201,1/12/2020,Masculino,7/23/1959,cachorro,quente,Água,Ler livros
2020-01-12.csv,10142266,1/12/2020,Feminino,3/13/1952,tartaruga,quente,refrigerante,Assistir TV
2020-01-12.csv,10142925,1/12/2020,Masculino,2/24/1977,cachorro,quente,Cerveja,Assistir TV
2020-01-12.csv,10143169,1/12/2020,Feminino,8/10/1996,peixe,frio,Cerveja,Ler livros
2020-01-13.csv,10141518,1/13/2020,Masculino,6/12/1959,tartaruga,frio,Água,Aprender algo novo
2020-01-13.csv,10142083,1/13/2020,Masculino,2/22/1959,gato,moderado,Água,Dormir
2020-01-13.csv,10142537,1/13/2020,Masculino,8/20/1994,cachorro,quente,Cerveja,Escrever
2020-01-13.csv,10142628,1/13/2020,Feminino,4/20/1954,gato,moderado,Vinho,Aprender algo novo
2020-01-13.csv,10142815,1/13/2020,Masculino,3/21/1962,cachorro,quente,Café,Dormir
2020-01-13.csv,10142923,1/13/2020,Masculino,10/28/1980,cachorro,quente,Chá,Assistir TV
2020-01-14.csv,10141822,1/14/2020,Feminino,9/11/1952,gato,quente,Vinho,Escutar música
2020-01-14.csv,10142560,1/14/2020,Masculino,6/25/1983,peixe,frio,Cerveja,Ler livros
2020-01-14.csv,10142562,1/14/2020,Masculino,3/6/1963,gato,quente,Água,Dormir
2020-01-14.csv,10142773,1/14/2020,Masculino,9/15/1960,gato,quente,Café,Escutar música
2020-01-14.csv,10142931,1/14/2020,Masculino,7/27/1967,tartaruga,frio,Vinho,Dormir
2020-01-14.csv,10143028,1/14/2020,Masculino,5/28/1997,gato,frio,Café,Praticar esporte
2020-01-14.csv,10143140,1/14/2020,Feminino,1/16/1997,gato,frio,Água,Assistir TV
2020-01-14.csv,10143199,1/14/2020,Masculino,3/26/1983,gato,quente,refrigerante,Dormir
2020-01-15.csv,10142171,1/15/2020,Masculino,9/25/1970,gato,moderado,Cerveja,Escrever
2020-01-15.csv,10142179,1/15/2020,Masculino,1/31/1950,cachorro,quente,Cerveja,Assistir TV
2020-01-15.csv,10142530,1/15/2020,Masculino,7/31/1982,gato,quente,Cerveja,Praticar esporte
2020-01-15.csv,10143547,1/15/2020,Masculino,7/8/1978,gato,quente,Água,Dormir
2020-01-15.csv,10143621,1/15/2020,Masculino,11/11/1999,gato,frio,Água,Escutar música
2020-01-16.csv,10142036,1/16/2020,Feminino,4/19/1965,tartaruga,frio,Água,Escutar música
2020-01-16.csv,10142053,1/16/2020,Feminino,10/21/1968,peixe,quente,refrigerante,Praticar esporte
2020-01-17.csv,10141582,1/17/2020,Feminino,9/13/1998,gato,moderado,Café,Ler livros
2020-01-17.csv,10142028,1/17/2020,Feminino,2/19/1967,gato,quente,Cerveja,Praticar esporte
2020-01-17.csv,10142452,1/17/2020,Masculino,9/24/1984,tartaruga,frio,Chá,Dormir
2020-01-17.csv,10143075,1/17/2020,Masculino,6/16/1974,gato,moderado,Água,Assistir TV
2020-01-17.csv,10143273,1/17/2020,Feminino,1/4/1983,gato,quente,refrigerante,Dormir
2020-01-17.csv,10143371,1/17/2020,Masculino,3/6/1995,gato,moderado,Vinho,Assistir TV
2020-01-18.csv,10141615,1/18/2020,Feminino,11/25/1981,cachorro,frio,Café,Praticar esporte
2020-01-18.csv,10141659,1/18/2020,Masculino,10/20/1956,gato,frio,Café,Aprender algo novo
2020-01-18.csv,10141677,1/18/2020,Masculino,10/9/1982,cachorro,frio,Chá,Assistir TV
2020-01-18.csv,10141835,1/18/2020,Feminino,1/8/1982,tartaruga,frio,Café,Pintar quadros
2020-01-18.csv,10141926,1/18/2020,Feminino,6/26/1990,peixe,moderado,refrigerante,Dormir
2020-01-18.csv,10141968,1/18/2020,Feminino,10/13/1999,tartaruga,quente,Vinho,Escutar música
2020-01-18.csv,10142317,1/18/2020,Masculino,7/8/1954,cachorro,frio,Café,Escutar música
2020-01-18.csv,10142641,1/18/2020,Feminino,2/23/1954,tartaruga,frio,Água,Pintar quadros
2020-01-18.csv,10143080,1/18/2020,Masculino,7/6/1957,gato,frio,Café,Ler livros
2020-01-18.csv,10143191,1/18/2020,Masculino,2/28/1959,cachorro,quente,Chá,Escutar música
2020-01-18.csv,10143509,1/18/2020,Masculino,4/14/1963,gato,quente,Água,Dormir
2020-01-18.csv,10143590,1/18/2020,Masculino,3/23/1956,tartaruga,moderado,Café,Escrever
2020-01-19.csv,10141520,1/19/2020,Masculino,10/8/1984,tartaruga,quente,refrigerante,Praticar esporte
2020-01-19.csv,10141747,1/19/2020,Masculino,9/30/1983,peixe,frio,Chá,Escutar música
2020-01-19.csv,10142084,1/19/2020,Masculino,6/25/1953,gato,moderado,Vinho,Pintar quadros
2020-01-19.csv,10142120,1/19/2020,Feminino,5/5/1976,peixe,moderado,Chá,Escutar música
2020-01-19.csv,10142175,1/19/2020,Masculino,4/28/1999,gato,moderado,Vinho,Dormir
2020-01-19.csv,10142816,1/19/2020,Masculino,9/8/1979,cachorro,quente,Vinho,Pintar quadros
2020-01-19.csv,10143073,1/19/2020,Masculino,1/3/1986,tartaruga,moderado,Café,Escutar música
2020-01-19.csv,10143079,1/19/2020,Masculino,12/29/1974,gato,moderado,Vinho,Escrever
2020-01-20.csv,10141580,1/20/2020,Feminino,4/22/1969,gato,quente,Café,Escrever
2020-01-20.csv,10142357,1/20/2020,Masculino,2/27/1987,cachorro,frio,Chá,Assistir TV
2020-01-20.csv,10142737,1/20/2020,Masculino,2/15/1976,peixe,moderado,Água,Escutar música
2020-01-20.csv,10142792,1/20/2020,Masculino,4/15/1998,tartaruga,quente,Vinho,Pintar quadros
2020-01-20.csv,10143033,1/20/2020,Masculino,12/27/1950,peixe,moderado,Café,Pintar quadros
2020-01-20.csv,10143228,1/20/2020,Masculino,7/26/1965,gato,moderado,Água,Aprender algo novo
2020-01-20.csv,10143240,1/20/2020,Masculino,5/7/1964,tartaruga,moderado,Vinho,Escrever
2020-01-21.csv,10141799,1/21/2020,Feminino,1/7/1984,gato,quente,refrigerante,Pintar quadros
2020-01-21.csv,10142117,1/21/2020,Masculino,4/23/1988,cachorro,frio,refrigerante,Dormir
2020-01-21.csv,10142380,1/21/2020,Masculino,12/30/1997,peixe,quente,Chá,Escrever
2020-01-21.csv,10142559,1/21/2020,Masculino,11/3/1955,peixe,frio,Cerveja,Escutar música
2020-01-21.csv,10142921,1/21/2020,Masculino,9/22/1999,gato,moderado,Cerveja,Dormir
2020-01-21.csv,10143421,1/21/2020,Feminino,12/12/1967,tartaruga,frio,Água,Dormir
2020-01-21.csv,10143553,1/21/2020,Masculino,2/22/1986,peixe,quente,Café,Praticar esporte
2020-01-22.csv,10141650,1/22/2020,Feminino,5/20/1966,gato,quente,Água,Escutar música
2020-01-22.csv,10142470,1/22/2020,Masculino,9/10/1963,gato,frio,Água,Ler livros
2020-01-22.csv,10142508,1/22/2020,Masculino,8/21/1984,tartaruga,quente,Cerveja,Escrever
2020-01-22.csv,10143046,1/22/2020,Masculino,2/7/1994,tartaruga,frio,Cerveja,Escrever
2020-01-22.csv,10143133,1/22/2020,Feminino,12/23/1973,cachorro,quente,Cerveja,Praticar esporte
2020-01-22.csv,10143543,1/22/2020,Masculino,6/25/1982,peixe,frio,Vinho,Escrever
2020-01-23.csv,10141772,1/23/2020,Feminino,2/3/1980,tartaruga,moderado,refrigerante,Pintar quadros
2020-01-23.csv,10141947,1/23/2020,Masculino,6/5/1951,peixe,moderado,Cerveja,Escrever
2020-01-23.csv,10142106,1/23/2020,Masculino,1/15/1956,tartaruga,frio,Café,Escrever
2020-01-23.csv,10142269,1/23/2020,Masculino,9/1/1969,cachorro,moderado,refrigerante,Praticar esporte
2020-01-23.csv,10142525,1/23/2020,Masculino,1/17/1957,cachorro,moderado,Vinho,Escutar música
2020-01-23.csv,10143277,1/23/2020,Feminino,11/19/1959,cachorro,quente,Vinho,Dormir
2020-01-24.csv,10141945,1/24/2020,Feminino,10/30/1953,tartaruga,moderado,Café,Dormir
2020-01-24.csv,10142043,1/24/2020,Masculino,5/30/1999,cachorro,moderado,Cerveja,Ler livros
2020-01-24.csv,10142519,1/24/2020,Masculino,12/23/1992,tartaruga,moderado,Água,Ler livros
2020-01-24.csv,10143475,1/24/2020,Feminino,12/28/1991,gato,quente,Vinho,Escutar música
2020-01-24.csv,10143613,1/24/2020,Feminino,11/20/1982,gato,quente,Chá,Pintar quadros
2020-01-25.csv,10141792,1/25/2020,Feminino,12/4/1988,cachorro,frio,Água,Praticar esporte
2020-01-25.csv,10142112,1/25/2020,Masculino,7/7/1997,gato,quente,refrigerante,Ler livros
2020-01-25.csv,10142388,1/25/2020,Masculino,9/9/1984,tartaruga,moderado,Cerveja,Dormir
2020-01-25.csv,10142876,1/25/2020,Masculino,3/4/1983,gato,frio,Café,Praticar esporte
2020-01-25.csv,10142990,1/25/2020,Masculino,4/23/1964,cachorro,quente,Cerveja,Dormir
2020-01-25.csv,10143163,1/25/2020,Feminino,3/8/1970,tartaruga,quente,Cerveja,Aprender algo novo
2020-01-26.csv,10141673,1/26/2020,Feminino,9/1/1966,tartaruga,moderado,Vinho,Pintar quadros
2020-01-26.csv,10142268,1/26/2020,Masculino,2/16/1969,gato,moderado,Água,Pintar quadros
2020-01-26.csv,10142756,1/26/2020,Masculino,5/22/1969,gato,frio,refrigerante,Escrever
2020-01-26.csv,10142867,1/26/2020,Masculino,3/12/1963,peixe,moderado,refrigerante,Aprender algo novo
2020-01-26.csv,10143045,1/26/2020,Masculino,1/22/1970,gato,frio,Vinho,Praticar esporte
2020-01-26.csv,10143424,1/26/2020,Masculino,1/25/1993,tartaruga,moderado,Chá,Praticar esporte
2020-01-27.csv,10142023,1/27/2020,Feminino,9/19/1995,gato,moderado,Água,Aprender algo novo
2020-01-27.csv,10142061,1/27/2020,Masculino,7/22/1953,gato,moderado,Chá,Escutar música
2020-01-27.csv,10142545,1/27/2020,Masculino,12/27/1960,cachorro,quente,Água,Escutar música
2020-01-27.csv,10143092,1/27/2020,Masculino,7/15/1970,peixe,moderado,refrigerante,Escutar música
2020-01-28.csv,10142051,1/28/2020,Feminino,9/24/1973,cachorro,quente,Chá,Ler livros
2020-01-28.csv,10142540,1/28/2020,Masculino,6/12/1980,gato,frio,Cerveja,Praticar esporte
2020-01-28.csv,10143157,1/28/2020,Masculino,3/2/1951,cachorro,frio,refrigerante,Assistir TV
2020-01-28.csv,10143276,1/28/2020,Feminino,9/6/1969,peixe,frio,Chá,Aprender algo novo
2020-01-29.csv,10142588,1/29/2020,Masculino,10/3/1993,gato,quente,Chá,Assistir TV
2020-01-29.csv,10142976,1/29/2020,Masculino,2/19/1991,cachorro,quente,Cerveja,Escrever
2020-01-29.csv,10143146,1/29/2020,Feminino,4/25/1979,cachorro,quente,Cerveja,Escrever
2020-01-29.csv,10143154,1/29/2020,Feminino,3/16/1998,cachorro,quente,refrigerante,Ler livros
2020-01-29.csv,10143323,1/29/2020,Masculino,7/31/1995,tartaruga,frio,Chá,Escutar música
2020-01-30.csv,10142512,1/30/2020,Masculino,11/9/1979,gato,moderado,refrigerante,Assistir TV
2020-01-30.csv,10142668,1/30/2020,Masculino,4/27/1998,gato,moderado,refrigerante,Pintar quadros
2020-01-30.csv,10142685,1/30/2020,Masculino,3/21/1976,peixe,frio,Chá,Aprender algo novo
2020-01-30.csv,10143086,1/30/2020,Masculino,5/11/1960,cachorro,frio,refrigerante,Escrever
2020-01-30.csv,10143113,1/30/2020,Masculino,12/13/1958,gato,frio,Água,Ler livros
2020-01-30.csv,10143253,1/30/2020,Masculino,3/21/1974,gato,moderado,refrigerante,Escrever
2020-01-31.csv,10141565,1/31/2020,Feminino,2/22/1977,gato,frio,Vinho,Ler livros
2020-01-31.csv,10142079,1/31/2020,Masculino,12/1/1982,gato,quente,refrigerante,Dormir
2020-01-31.csv,10142232,1/31/2020,Masculino,1/9/1983,tartaruga,frio,Cerveja,Dormir
2020-01-31.csv,10142572,1/31/2020,Masculino,2/8/1963,peixe,moderado,Cerveja,Assistir TV
2020-01-31.csv,10142640,1/31/2020,Feminino,7/6/1987,tartaruga,moderado,Água,Escutar música
2020-01-31.csv,10142750,1/31/2020,Masculino,5/31/1954,cachorro,frio,Café,Pintar quadros
2020-01-31.csv,10142918,1/31/2020,Masculino,10/26/1961,gato,moderado,Água,Dormir
2020-01-31.csv,10142987,1/31/2020,Masculino,10/26/1976,cachorro,frio,Chá,Aprender algo novo
2020-01-31.csv,10143060,1/31/2020,Masculino,11/8/1997,gato,moderado,refrigerante,Praticar esporte
2020-01-31.csv,10143120,1/31/2020,Feminino,8/11/1965,peixe,frio,Café,Dormir
2020-02-01.csv,10142253,2/1/2020,Masculino,1/16/1997,gato,moderado,Café,Escutar música
2020-02-01.csv,10142335,2/1/2020,Masculino,5/1/1951,gato,quente,Cerveja,Dormir
2020-02-01.csv,10142369,2/1/2020,Masculino,11/1/1954,gato,frio,Cerveja,Escutar música
2020-02-01.csv,10142511,2/1/2020,Masculino,11/1/1971,peixe,quente,Vinho,Escutar música
2020-02-01.csv,10143436,2/1/2020,Feminino,10/1/1976,peixe,moderado,Café,Escrever
2020-02-02.csv,10141679,2/2/2020,Masculino,10/23/1950,cachorro,quente,Café,Escrever
2020-02-02.csv,10142041,2/2/2020,Masculino,7/27/1977,tartaruga,quente,refrigerante,Praticar esporte
2020-02-02.csv,10142638,2/2/2020,Feminino,3/3/1982,peixe,quente,refrigerante,Dormir
2020-02-02.csv,10143389,2/2/2020,Masculino,3/2/1965,tartaruga,moderado,refrigerante,Escrever
2020-02-03.csv,10141710,2/3/2020,Masculino,4/1/1990,tartaruga,quente,Chá,Aprender algo novo
2020-02-03.csv,10142160,2/3/2020,Masculino,3/13/1996,tartaruga,frio,Chá,Escrever
2020-02-03.csv,10142172,2/3/2020,Masculino,5/10/1963,gato,frio,refrigerante,Assistir TV
2020-02-03.csv,10142187,2/3/2020,Masculino,10/22/1956,gato,quente,Café,Praticar esporte
2020-02-03.csv,10142290,2/3/2020,Masculino,12/25/1985,gato,quente,Vinho,Dormir
2020-02-03.csv,10142983,2/3/2020,Masculino,4/3/1969,cachorro,moderado,Água,Escrever
2020-02-03.csv,10143519,2/3/2020,Masculino,3/30/1980,gato,quente,Cerveja,Ler livros
2020-02-03.csv,10143580,2/3/2020,Masculino,7/16/1995,peixe,frio,Café,Escrever
2020-02-04.csv,10141554,2/4/2020,Feminino,5/3/1967,cachorro,frio,Água,Dormir
2020-02-04.csv,10141715,2/4/2020,Feminino,5/8/1987,cachorro,quente,refrigerante,Escutar música
2020-02-04.csv,10141863,2/4/2020,Feminino,2/8/1985,gato,moderado,Água,Ler livros
2020-02-04.csv,10142247,2/4/2020,Masculino,1/23/1971,cachorro,quente,Vinho,Dormir
2020-02-04.csv,10142391,2/4/2020,Masculino,10/5/1968,gato,quente,Chá,Escrever
2020-02-04.csv,10143200,2/4/2020,Masculino,6/13/1972,cachorro,moderado,Vinho,Dormir
2020-02-04.csv,10143250,2/4/2020,Masculino,3/3/1962,gato,frio,refrigerante,Dormir
2020-02-05.csv,10141644,2/5/2020,Masculino,6/4/1977,gato,moderado,Cerveja,Escutar música
2020-02-05.csv,10141705,2/5/2020,Feminino,11/9/1984,gato,moderado,refrigerante,Escrever
2020-02-05.csv,10141966,2/5/2020,Feminino,2/27/1969,gato,moderado,Água,Dormir
2020-02-05.csv,10142260,2/5/2020,Masculino,8/1/1985,gato,moderado,Café,Pintar quadros
2020-02-05.csv,10142336,2/5/2020,Masculino,7/24/1987,gato,frio,Vinho,Praticar esporte
2020-02-05.csv,10142610,2/5/2020,Feminino,8/26/1969,cachorro,moderado,refrigerante,Assistir TV
2020-02-05.csv,10143294,2/5/2020,Masculino,12/15/1989,gato,quente,Água,Escrever
2020-02-06.csv,10141528,2/6/2020,Masculino,5/9/1952,gato,moderado,refrigerante,Escutar música
2020-02-06.csv,10141668,2/6/2020,Feminino,2/20/1993,gato,frio,Café,Dormir
2020-02-06.csv,10141780,2/6/2020,Feminino,8/10/1999,gato,quente,Cerveja,Assistir TV
2020-02-06.csv,10142620,2/6/2020,Feminino,3/10/1957,cachorro,moderado,Café,Aprender algo novo
2020-02-06.csv,10143298,2/6/2020,Masculino,4/20/1964,cachorro,frio,Café,Escutar música
2020-02-06.csv,10143365,2/6/2020,Feminino,7/29/1982,cachorro,quente,Cerveja,Escrever
2020-02-07.csv,10141564,2/7/2020,Masculino,10/16/1956,gato,moderado,Chá,Aprender algo novo
2020-02-07.csv,10142270,2/7/2020,Masculino,11/4/1957,peixe,quente,Vinho,Praticar esporte
2020-02-07.csv,10143508,2/7/2020,Masculino,7/7/1978,gato,frio,Água,Dormir
2020-02-07.csv,10143556,2/7/2020,Feminino,3/17/1997,gato,quente,Cerveja,Praticar esporte
2020-02-08.csv,10142186,2/8/2020,Masculino,6/14/1999,gato,moderado,Café,Dormir
2020-02-08.csv,10142497,2/8/2020,Masculino,5/14/1950,cachorro,moderado,Café,Aprender algo novo
2020-02-08.csv,10142587,2/8/2020,Masculino,1/22/1987,peixe,frio,Chá,Assistir TV
2020-02-08.csv,10142652,2/8/2020,Masculino,11/4/1966,cachorro,moderado,Cerveja,Aprender algo novo
2020-02-08.csv,10142655,2/8/2020,Feminino,2/4/1964,tartaruga,quente,Chá,Pintar quadros
2020-02-08.csv,10143056,2/8/2020,Masculino,12/9/1976,gato,frio,Cerveja,Aprender algo novo
2020-02-09.csv,10141577,2/9/2020,Masculino,6/18/1951,cachorro,quente,Água,Assistir TV
2020-02-09.csv,10141906,2/9/2020,Feminino,8/29/1972,gato,frio,Água,Escrever
2020-02-09.csv,10141916,2/9/2020,Masculino,7/11/1974,cachorro,quente,Chá,Aprender algo novo
2020-02-09.csv,10142009,2/9/2020,Feminino,11/6/1995,cachorro,quente,Cerveja,Pintar quadros
2020-02-09.csv,10142241,2/9/2020,Masculino,5/27/1968,tartaruga,frio,Chá,Pintar quadros
2020-02-09.csv,10142273,2/9/2020,Masculino,9/29/1953,peixe,frio,Café,Escutar música
2020-02-09.csv,10142617,2/9/2020,Masculino,3/10/1974,gato,quente,Café,Escutar música
2020-02-09.csv,10143040,2/9/2020,Masculino,4/27/1972,gato,frio,Cerveja,Escutar música
2020-02-10.csv,10142557,2/10/2020,Masculino,1/6/1972,tartaruga,frio,Água,Pintar quadros
2020-02-10.csv,10142820,2/10/2020,Masculino,7/5/1983,tartaruga,quente,refrigerante,Praticar esporte
2020-02-10.csv,10143231,2/10/2020,Masculino,1/16/1982,gato,frio,Cerveja,Pintar quadros
2020-02-10.csv,10143521,2/10/2020,Feminino,6/15/1976,gato,frio,Água,Ler livros
2020-02-11.csv,10142109,2/11/2020,Masculino,5/24/1998,peixe,quente,Café,Assistir TV
2020-02-11.csv,10142521,2/11/2020,Masculino,9/13/1973,cachorro,frio,Chá,Praticar esporte
2020-02-11.csv,10143134,2/11/2020,Feminino,10/6/1963,peixe,quente,Vinho,Dormir
2020-02-11.csv,10143180,2/11/2020,Masculino,9/30/1983,peixe,quente,Água,Dormir
2020-02-11.csv,10143314,2/11/2020,Masculino,2/7/1981,gato,frio,Cerveja,Ler livros
2020-02-11.csv,10143433,2/11/2020,Feminino,7/19/1977,peixe,moderado,Vinho,Escutar música
2020-02-12.csv,10142462,2/12/2020,Masculino,10/12/1981,peixe,frio,Café,Escutar música
2020-02-13.csv,10142272,2/13/2020,Masculino,4/23/1979,tartaruga,quente,Chá,Dormir
2020-02-13.csv,10142698,2/13/2020,Masculino,8/29/1973,peixe,moderado,Água,Dormir
2020-02-13.csv,10142935,2/13/2020,Masculino,7/19/1976,gato,frio,Vinho,Dormir
2020-02-13.csv,10143182,2/13/2020,Masculino,1/19/1951,peixe,frio,Vinho,Dormir
2020-02-13.csv,10143339,2/13/2020,Masculino,12/12/1983,peixe,frio,refrigerante,Pintar quadros
2020-02-14.csv,10141750,2/14/2020,Masculino,7/12/1992,tartaruga,quente,refrigerante,Aprender algo novo
2020-02-14.csv,10142305,2/14/2020,Masculino,2/6/1983,cachorro,moderado,Vinho,Escutar música
2020-02-14.csv,10142788,2/14/2020,Masculino,12/2/1996,cachorro,moderado,Cerveja,Assistir TV
